date,state,positive,negative,pending,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,dataqualitygrade,lastupdateet,datemodified,checktimeet,death,hospitalized,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,fips,positiveincrease,negativeincrease,total,totaltestresults,totaltestresultsincrease,posneg,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
20200316,MP,0,,,,,,,,,,,3/16/2020 15:55,2020-03-16T15:55:00Z,03/16 11:55,,,2020-03-16T15:55:00Z,,,,,69,0,0,0,0,0,0,0,0,8fd34d0fef5d0833c358d29b218ba3806f902017,0,0,0,0,0,
20200317,MP,0,,,,,,,,,,,3/17/2020 01:30,2020-03-17T01:30:00Z,03/16 21:30,,,2020-03-17T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,c6d78e105a10aab4cccd3be8da31f07051337545,0,0,0,0,0,
20200318,MP,0,,,,,,,,,,,3/18/2020 03:30,2020-03-18T03:30:00Z,03/17 23:30,0,,2020-03-18T03:30:00Z,,,,,69,0,0,0,0,0,0,0,0,8ffb0d330029f2489eb904a3701708a9aa7b3555,0,0,0,0,0,
20200319,MP,0,,,,,,,,,,,3/19/2020 01:30,2020-03-19T01:30:00Z,03/18 21:30,0,,2020-03-19T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,73b6435035b1f2e4eba95f3de457cdbaa187c25a,0,0,0,0,0,
20200320,MP,0,,,,,,,,,,,3/20/2020 01:30,2020-03-20T01:30:00Z,03/19 21:30,0,,2020-03-20T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,b942756ab4d054ce9a540b663ff80e0c78de52ab,0,0,0,0,0,
20200321,MP,0,,,,,,,,,,,3/21/2020 02:30,2020-03-21T02:30:00Z,03/20 22:30,0,,2020-03-21T02:30:00Z,,,,,69,0,0,0,0,0,0,0,0,bd96f25c4109962042041ab06978a914f1a8d26c,0,0,0,0,0,
20200322,MP,0,,,,,,,,,,,3/22/2020 01:30,2020-03-22T01:30:00Z,03/21 21:30,0,,2020-03-22T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,7c3dc42c42cf5a9cf9b8f478ecc5a881dfd732ea,0,0,0,0,0,
20200323,MP,0,,,,,,,,,,,3/23/2020 01:30,2020-03-23T01:30:00Z,03/22 21:30,0,,2020-03-23T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,0f84d87f770bb7030555977d7e82d7b67ecd4423,0,0,0,0,0,
20200324,MP,0,,,,,,,,,,,3/23/2020 01:30,2020-03-23T01:30:00Z,03/22 21:30,0,,2020-03-23T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,1e927b64cc405e23e2e6c19478449f7b3fd9d33b,0,0,0,0,0,
20200325,MP,0,,,,,,,,,,,3/24/2020 18:30,2020-03-24T18:30:00Z,03/24 14:30,0,,2020-03-24T18:30:00Z,,,,,69,0,0,0,0,0,0,0,0,a6144f6b83c073a3b2c653de96f7cc0781f834b5,0,0,0,0,0,
20200326,MP,0,,,,,,,,,,,3/26/2020 01:30,2020-03-26T01:30:00Z,03/25 21:30,0,,2020-03-26T01:30:00Z,,,,,69,0,0,0,0,0,0,0,0,6f5b266caa83e17b89bfa96b59c72104ec113d3c,0,0,0,0,0,
20200327,MP,0,,,,,,,,,,,3/26/2020 13:30,2020-03-26T13:30:00Z,03/26 09:30,0,,2020-03-26T13:30:00Z,,,,,69,0,0,0,0,0,0,0,0,4bdf8840e3ba99c1b89a693451df21b5f6cffdd9,0,0,0,0,0,
20200328,MP,2,,,,,,,,,,,3/28/2020 04:30,2020-03-28T04:30:00Z,03/28 00:30,,,2020-03-28T04:30:00Z,,,,,69,2,0,2,2,2,2,0,0,1729a18cfb70393f990a7e5d849a6944d94a4a40,0,0,0,0,0,
20200329,MP,2,,,,,,,,,,,3/29/2020 01:30,2020-03-29T01:30:00Z,03/28 21:30,,,2020-03-29T01:30:00Z,,,,,69,0,0,2,2,0,2,0,0,9fff6ba8752b62a3f63813fa3e1de50e739d02da,0,0,0,0,0,
20200330,MP,2,,,,,,,,,,,3/30/2020 01:30,2020-03-30T01:30:00Z,03/29 21:30,,,2020-03-30T01:30:00Z,,,,,69,0,0,2,2,0,2,0,0,cb9105fb5a581b944bc7cf9774c42ce8772a721c,0,0,0,0,0,
20200331,MP,2,,,,,,,,,,,3/30/2020 18:30,2020-03-30T18:30:00Z,03/30 14:30,,,2020-03-30T18:30:00Z,,,,,69,0,0,2,2,0,2,0,0,f36cf424ec8c581528f1bab403062d53d5f6954d,0,0,0,0,0,
20200401,MP,6,,,,,,,,,,,3/31/2020 21:50,2020-03-31T21:50:00Z,03/31 17:50,,,2020-03-31T21:50:00Z,,,,,69,4,0,6,6,4,6,0,0,59ad5860fd26878c156d467e2e264b43e8bee999,0,0,0,0,0,
20200402,MP,8,13,12,,,,,,,,,4/2/2020 03:00,2020-04-02T03:00:00Z,04/01 23:00,1,,2020-04-02T03:00:00Z,,,,,69,2,13,33,21,15,21,1,0,2c885e977009b5296e825b192ddeb8866ab74196,0,0,0,0,0,
20200403,MP,8,13,10,,,,,,,,,4/2/2020 18:30,2020-04-02T18:30:00Z,04/02 14:30,1,,2020-04-02T18:30:00Z,,,,,69,0,0,31,21,0,21,0,0,8c9ff2bd40242cbea4096f04fdfbc92b8e781c4c,0,0,0,0,0,
20200404,MP,8,13,10,,,,,,,,,4/3/2020 13:30,2020-04-03T13:30:00Z,04/03 09:30,1,,2020-04-03T13:30:00Z,,,,,69,0,0,31,21,0,21,0,0,d09a0e932e01b6ae4c392508a2a31683220526b5,0,0,0,0,0,
20200405,MP,8,13,10,,,,,,,,,4/4/2020 18:30,2020-04-04T18:30:00Z,04/04 14:30,1,,2020-04-04T18:30:00Z,,,,,69,0,0,31,21,0,21,0,0,87d65b0b5c666d89c13aea72d1601cbcdeb34f19,0,0,0,0,0,
20200406,MP,8,13,10,,,,,,,,,4/6/2020 02:57,2020-04-06T02:57:00Z,04/05 22:57,1,,2020-04-06T02:57:00Z,,,,,69,0,0,31,21,0,21,0,0,3f7200719a20c3ab3235a3b6209b126f9bd60757,0,0,0,0,0,
20200407,MP,8,15,,,,,,,,,,4/7/2020 05:39,2020-04-07T05:39:00Z,04/07 01:39,2,,2020-04-07T05:39:00Z,,,,,69,0,2,23,23,2,23,1,0,33f7befd0efb59f564b2dcc796284346516edbbb,0,0,0,0,0,
20200408,MP,11,27,9,,,,,,,,,4/8/2020 00:00,2020-04-08T00:00:00Z,04/07 20:00,2,,2020-04-08T00:00:00Z,,,,,69,3,12,47,38,15,38,0,0,f05feda34564d4a0c14d640c9dd111c2ea872d92,0,0,0,0,0,
20200409,MP,11,27,9,,,,,,,,,4/8/2020 00:00,2020-04-08T00:00:00Z,04/07 20:00,2,,2020-04-08T00:00:00Z,,,,,69,0,0,47,38,0,38,0,0,d1351a8f55af9b0f954056bd8bd7138255ff273d,0,0,0,0,0,
20200410,MP,11,27,9,,,,,,,,,4/10/2020 00:00,2020-04-10T00:00:00Z,04/09 20:00,2,,2020-04-10T00:00:00Z,,,,,69,0,0,47,38,0,38,0,0,d07cc636370cef4da4eebaa0e7f9167b3b33a7a6,0,0,0,0,0,
20200411,MP,11,27,9,,,,,,,,,4/11/2020 00:00,2020-04-11T00:00:00Z,04/10 20:00,2,,2020-04-11T00:00:00Z,,,,,69,0,0,47,38,0,38,0,0,96c87d9826410bab16605d2b5576bf3cd605577f,0,0,0,0,0,
20200412,MP,11,27,9,,,,,,,,,4/11/2020 00:00,2020-04-11T00:00:00Z,04/10 20:00,2,,2020-04-11T00:00:00Z,,,,,69,0,0,47,38,0,38,0,0,d843c5e7c68a5a0cd36fd817acebb8528bbf42fe,0,0,0,0,0,
20200413,MP,11,27,9,,,,,,,,,4/12/2020 00:00,2020-04-12T00:00:00Z,04/11 20:00,2,,2020-04-12T00:00:00Z,,,,,69,0,0,47,38,0,38,0,0,bea78c55a90d15a530095d534efd54837fc40f62,0,0,0,0,0,
20200414,MP,13,27,7,,,,,,,,,4/14/2020 00:00,2020-04-14T00:00:00Z,04/13 20:00,2,,2020-04-14T00:00:00Z,,,,,69,2,0,47,40,2,40,0,0,c3262948ea1e8dda2a9e269c10f86fc154c7e8d6,0,0,0,0,0,
20200415,MP,13,27,7,,,,,,,,,4/14/2020 00:00,2020-04-14T00:00:00Z,04/13 20:00,2,,2020-04-14T00:00:00Z,,,,,69,0,0,47,40,0,40,0,0,b312a147d97fc115c52d6c575e8a387978448892,0,0,0,0,0,
20200416,MP,13,27,7,,,,,,,,,4/15/2020 00:00,2020-04-15T00:00:00Z,04/14 20:00,2,,2020-04-15T00:00:00Z,,,,,69,0,0,47,40,0,40,0,0,0f1611bef231b8ea3416033d4fe8631997ea6926,0,0,0,0,0,
20200417,MP,13,42,4,,,,,,,,,4/17/2020 19:15,2020-04-17T19:15:00Z,04/17 15:15,2,,2020-04-17T19:15:00Z,,,,,69,0,15,59,55,15,55,0,0,050d7f7798c28b7326e09438ef07e222ffa29621,0,0,0,0,0,
20200418,MP,14,42,4,,,,,,,9,,4/17/2020 19:15,2020-04-17T19:15:00Z,04/17 15:15,2,,2020-04-17T19:15:00Z,,,,,69,1,0,60,56,1,56,0,0,6cc5fd6c0672eeebe2d18b7558de80b6f7655723,0,0,0,0,0,
20200419,MP,14,42,4,,,,,,,9,,4/19/2020 00:00,2020-04-19T00:00:00Z,04/18 20:00,2,,2020-04-19T00:00:00Z,,,,,69,0,0,60,56,0,56,0,0,8dbf79781a3592498d296164d2e82d196dfc806e,0,0,0,0,0,
20200420,MP,14,51,,,,,,,,11,,4/20/2020 00:00,2020-04-20T00:00:00Z,04/19 20:00,2,,2020-04-20T00:00:00Z,,,,,69,0,9,65,65,9,65,0,0,7d08a2dc15a6ebe313aab6f8f4f3d8f76fe8e1ea,0,0,0,0,0,
20200421,MP,14,51,,,,,,,,11,,4/21/2020 19:25,2020-04-21T19:25:00Z,04/21 15:25,2,,2020-04-21T19:25:00Z,,,,,69,0,0,65,65,0,65,0,0,15f4924e6a9057821237372711c0f14c752cd1ba,0,0,0,0,0,
20200422,MP,14,51,,,,,,,,11,,4/23/2020 00:00,2020-04-23T00:00:00Z,04/22 20:00,2,,2020-04-23T00:00:00Z,,,,,69,0,0,65,65,0,65,0,0,79170f76420d9255f0cf7791085ee21affe91d31,0,0,0,0,0,
20200423,MP,14,51,,,,,,,,11,,4/23/2020 22:35,2020-04-23T22:35:00Z,04/23 18:35,2,,2020-04-23T22:35:00Z,,,,,69,0,0,65,65,0,65,0,0,d7a6fb6859c84719426cc3006edb14098d36c86d,0,0,0,0,0,
20200424,MP,14,51,,,,,,,,11,,4/24/2020 00:00,2020-04-24T00:00:00Z,04/23 20:00,2,,2020-04-24T00:00:00Z,,,,,69,0,0,65,65,0,65,0,0,1bc45c1de80a4a794fdebc3945e3cdd374011881,0,0,0,0,0,
20200425,MP,14,51,,,,,,,,11,D,4/25/2020 00:00,2020-04-25T00:00:00Z,04/24 20:00,2,,2020-04-25T00:00:00Z,,,,,69,0,0,65,65,0,65,0,0,1eab1e4a2571ae21d5c61319946773c238fab99c,0,0,0,0,0,
20200426,MP,14,51,,,,,,,,11,D,4/26/2020 00:00,2020-04-26T00:00:00Z,04/25 20:00,2,,2020-04-26T00:00:00Z,,,,,69,0,0,65,65,0,65,0,0,9aeafd60a17af9a2449129df58ea804a3373e41e,0,0,0,0,0,
20200427,MP,14,51,,,,,,,,11,D,4/27/2020 00:00,2020-04-27T00:00:00Z,04/26 20:00,2,,2020-04-27T00:00:00Z,,,,,69,0,0,65,65,0,65,0,0,996aaf95f3a3275816782bccc5c48ede961882df,0,0,0,0,0,
20200428,MP,14,51,,,,,,,,12,D,4/28/2020 00:00,2020-04-28T00:00:00Z,04/27 20:00,2,,2020-04-28T00:00:00Z,,,,,69,0,0,65,65,0,65,0,0,27af88fe70b3c49e26bff61d9fb81659a96b97df,0,0,0,0,0,
20200429,MP,14,210,,,,,,,,12,D,4/29/2020 02:30,2020-04-29T02:30:00Z,04/28 22:30,2,,2020-04-29T02:30:00Z,,,,,69,0,159,224,224,159,224,0,0,2801b45b6ef5eed89ff1eb1fd84e41e18b79058b,0,0,0,0,0,
20200430,MP,14,585,,,,,,,,12,D,4/30/2020 07:00,2020-04-30T07:00:00Z,04/30 03:00,2,,2020-04-30T07:00:00Z,,,,,69,0,375,599,599,375,599,0,0,1cde0c860ace9e1ad8e3f70794fd7407cf970802,0,0,0,0,0,
20200501,MP,14,749,,,,,,,,12,D,5/1/2020 06:27,2020-05-01T06:27:00Z,05/01 02:27,2,,2020-05-01T06:27:00Z,,,,,69,0,164,763,763,164,763,0,0,cf019f274f8292aa6d29b41c6c4a7cf6b1a31c99,0,0,0,0,0,
20200502,MP,14,934,,,,,,,,12,D,5/2/2020 06:37,2020-05-02T06:37:00Z,05/02 02:37,2,,2020-05-02T06:37:00Z,,,,,69,0,185,948,948,185,948,0,0,eeb6a7ce20ab3222db341da52e54e94f16327912,0,0,0,0,0,
20200503,MP,14,1321,,,,,,,,12,D,5/3/2020 00:00,2020-05-03T00:00:00Z,05/02 20:00,2,,2020-05-03T00:00:00Z,,,,14,69,0,387,1335,1335,387,1335,0,0,17cead4eb54a13d5db742472037922dae8f77905,0,0,0,0,0,
20200504,MP,14,1321,,,,,,,,12,D,5/4/2020 00:00,2020-05-04T00:00:00Z,05/03 20:00,2,,2020-05-04T00:00:00Z,,,,14,69,0,0,1335,1335,0,1335,0,0,a0ad426a1d6111a9897f6e8c9e8ac6af57e89f02,0,0,0,0,0,
20200505,MP,14,1783,,,,,,,,12,D,5/5/2020 00:00,2020-05-05T00:00:00Z,05/04 20:00,2,,2020-05-05T00:00:00Z,,,,14,69,0,462,1797,1797,462,1797,0,0,1050a027e5272beb4f3a8dae1ade82a719d68393,0,0,0,0,0,
20200506,MP,15,1783,,,,,,,,12,D,5/6/2020 00:00,2020-05-06T00:00:00Z,05/05 20:00,2,,2020-05-06T00:00:00Z,1797,,,15,69,1,0,1798,1798,1,1798,0,0,79a26f06ec7448d7b4e8c4b2e1b793c16742565c,0,0,0,0,0,
20200507,MP,15,1783,,,,,,,,12,D,5/6/2020 00:00,2020-05-06T00:00:00Z,05/05 20:00,2,,2020-05-06T00:00:00Z,1797,,,15,69,0,0,1798,1798,0,1798,0,0,c384c37def99e9903aa62c584c115ccfd3df700a,0,0,0,0,0,
20200508,MP,15,2321,,,,,,,,12,D,5/8/2020 00:00,2020-05-08T00:00:00Z,05/07 20:00,2,,2020-05-08T00:00:00Z,2336,,,15,69,0,538,2336,2336,538,2336,0,0,28bf7ae4f2083097cf8d6185e398eb7eaa04431a,0,0,0,0,0,
20200509,MP,16,2321,,,,,,,,12,D,5/9/2020 00:00,2020-05-09T00:00:00Z,05/08 20:00,2,,2020-05-09T00:00:00Z,2336,,,16,69,1,0,2337,2337,1,2337,0,0,6e23a7eb654424a1c63bf01b9bc458b5cd07551a,0,0,0,0,0,
20200510,MP,16,2321,,,,,,,,12,D,5/9/2020 00:00,2020-05-09T00:00:00Z,05/08 20:00,2,,2020-05-09T00:00:00Z,2336,,,16,69,0,0,2337,2337,0,2337,0,0,78e6a1389e4424326a7d4cc35d568b718b03b090,0,0,0,0,0,
20200511,MP,19,2676,,,,,,,,12,D,5/11/2020 00:00,2020-05-11T00:00:00Z,05/10 20:00,2,,2020-05-11T00:00:00Z,2695,,,19,69,3,355,2695,2695,358,2695,0,0,5a286afcadba7018788ca7ce3115e8ff477bfa22,0,0,0,0,0,
20200512,MP,19,2854,,,,,,,,12,D,5/12/2020 00:00,2020-05-12T00:00:00Z,05/11 20:00,2,,2020-05-12T00:00:00Z,2873,,,19,69,0,178,2873,2873,178,2873,0,0,f7c84593632c90e5bfec0c6f8eb7e9e69dc0ee0c,0,0,0,0,0,
20200513,MP,19,3021,,,,,,,,12,D,5/13/2020 00:00,2020-05-13T00:00:00Z,05/12 20:00,2,,2020-05-13T00:00:00Z,3040,,,19,69,0,167,3040,3040,167,3040,0,0,d70d64bc1671da7f8db062608d3a3dcdaf3be7ab,0,0,0,0,0,
20200514,MP,19,3306,,,,,,,,12,D,5/14/2020 00:00,2020-05-14T00:00:00Z,05/13 20:00,2,,2020-05-14T00:00:00Z,3325,,,19,69,0,285,3325,3325,285,3325,0,0,9470121099b8f385c5efa7a2f6f2736d48b441d4,0,0,0,0,0,
20200515,MP,19,3306,,,,,,,,12,D,5/15/2020 00:00,2020-05-15T00:00:00Z,05/14 20:00,2,,2020-05-15T00:00:00Z,3325,,,19,69,0,0,3325,3325,0,3325,0,0,eab57746ffe4564c24d21d57d44a74ea796943ce,0,0,0,0,0,
20200516,MP,21,3318,,,,,,,,12,D,5/16/2020 00:00,2020-05-16T00:00:00Z,05/15 20:00,2,,2020-05-16T00:00:00Z,3339,,,21,69,2,12,3339,3339,14,3339,0,0,8d312daed2b783fb021c2ea718c2164d1c3659b5,0,0,0,0,0,
20200517,MP,21,3318,,,,,,,,12,D,5/16/2020 00:00,2020-05-16T00:00:00Z,05/15 20:00,2,,2020-05-16T00:00:00Z,,,,21,69,0,0,3339,3339,0,3339,0,0,8d4c45a1018390340f13065ae803fc1846543937,0,0,0,0,0,
20200518,MP,21,3399,,,,,,,,12,D,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,2,,2020-05-18T00:00:00Z,3420,,,21,69,0,81,3420,3420,81,3420,0,0,a18c17af37294c435b62cd58fc0a98fbca6a1129,0,0,0,0,0,
20200519,MP,21,3796,,,,,,,,13,D,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,2,,2020-05-19T00:00:00Z,3817,,,21,69,0,397,3817,3817,397,3817,0,0,90686c7d18f04939c1a670dd60e3d8d2a21dc54b,0,0,0,0,0,
20200520,MP,21,3796,,,,,,,,13,D,5/20/2020 00:00,2020-05-20T00:00:00Z,05/19 20:00,2,,2020-05-20T00:00:00Z,3817,,,21,69,0,0,3817,3817,0,3817,0,0,bd023f5fdb88c227f038fe038a09f2e26a2d8f8f,0,0,0,0,0,
20200521,MP,22,4067,,,,,,,,13,D,5/21/2020 00:00,2020-05-21T00:00:00Z,05/20 20:00,2,,2020-05-21T00:00:00Z,4089,,,22,69,1,271,4089,4089,272,4089,0,0,22af2d4192654a868e5833bfc2ca4e04937d3a64,0,0,0,0,0,
20200522,MP,22,4296,,,,,,,,13,D,5/22/2020 00:00,2020-05-22T00:00:00Z,05/21 20:00,2,,2020-05-22T00:00:00Z,4318,,,22,69,0,229,4318,4318,229,4318,0,0,ce0de481835239be5a2edc0ff036be5aa0982883,0,0,0,0,0,
20200523,MP,22,4296,,,,,,,,13,D,5/22/2020 00:00,2020-05-22T00:00:00Z,05/21 20:00,2,,2020-05-22T00:00:00Z,4318,,,22,69,0,0,4318,4318,0,4318,0,0,73d2ccec87a4f4e31ea93918b0a8f9829bf888aa,0,0,0,0,0,
20200524,MP,22,4735,,,,,,,,13,D,5/24/2020 00:00,2020-05-24T00:00:00Z,05/23 20:00,2,,2020-05-24T00:00:00Z,4757,,,22,69,0,439,4757,4757,439,4757,0,0,714666f95bf5fcdb6578eb04ffdf07a1f851bfd6,0,0,0,0,0,
20200525,MP,22,4735,,,,,,,,13,D,5/24/2020 00:07,2020-05-24T00:07:00Z,05/23 20:07,2,,2020-05-24T00:07:00Z,4757,,,22,69,0,0,4757,4757,0,4757,0,0,0140170a5fa4b66bef0eb96fb72512478cbabf42,0,0,0,0,0,
20200526,MP,22,4918,,,,,,,,13,D,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,2,,2020-05-26T00:00:00Z,4940,,,22,69,0,183,4940,4940,183,4940,0,0,31e9db2e2d4f70f3bf4c448b435e60994a1492f8,0,0,0,0,0,
20200527,MP,22,5178,,,,,,,,13,D,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,2,,2020-05-27T00:00:00Z,5200,,,22,69,0,260,5200,5200,260,5200,0,0,ee57cd8b54a694e1eade7a37caa2593edda83f4c,0,0,0,0,0,
20200528,MP,22,5401,,,,,,,,13,D,5/28/2020 00:00,2020-05-28T00:00:00Z,05/27 20:00,2,,2020-05-28T00:00:00Z,5423,,,22,69,0,223,5423,5423,223,5423,0,0,83b1f2b0ea58499247b32d0ae00c95704f711599,0,0,0,0,0,
20200529,MP,22,5662,,,,,,,,13,D,5/29/2020 00:00,2020-05-29T00:00:00Z,05/28 20:00,2,,2020-05-29T00:00:00Z,5684,,,22,69,0,261,5684,5684,261,5684,0,0,62c3e5037ce31f6b6c15c2eb4353a018f0d72c8b,0,0,0,0,0,
20200530,MP,22,5986,,,,,,,,15,D,5/29/2020 20:27,2020-05-29T20:27:00Z,05/29 16:27,2,,2020-05-29T20:27:00Z,6008,,,22,69,0,324,6008,6008,324,6008,0,0,788a6f145d96bf4ea0f03806a39aad71f42f9e37,0,0,0,0,0,
20200531,MP,22,6151,,,,,,,,15,D,5/30/2020 00:00,2020-05-30T00:00:00Z,05/29 20:00,2,,2020-05-30T00:00:00Z,6173,,,22,69,0,165,6173,6173,165,6173,0,0,c9fc53d3acb2e6bbf5a48820e81d1dd51fe5c9e7,0,0,0,0,0,
20200601,MP,22,6312,,,,,,,,16,D,6/1/2020 00:00,2020-06-01T00:00:00Z,05/31 20:00,2,,2020-06-01T00:00:00Z,6334,,,22,69,0,161,6334,6334,161,6334,0,0,acf0e37cd1923b2a64ad9e2f0cd57e9e6ed90580,0,0,0,0,0,
20200602,MP,23,6534,,,,,,,,16,D,6/2/2020 00:00,2020-06-02T00:00:00Z,06/01 20:00,2,,2020-06-02T00:00:00Z,6557,,,23,69,1,222,6557,6557,223,6557,0,0,196990c710a96ff045d6ba37169840011c92e8e8,0,0,0,0,0,
20200603,MP,23,6534,,,,,,,,16,D,6/3/2020 00:00,2020-06-03T00:00:00Z,06/02 20:00,2,,2020-06-03T00:00:00Z,6557,,,23,69,0,0,6557,6557,0,6557,0,0,387d772b773b733ac47d783e420eec44a64d63f0,0,0,0,0,0,
20200604,MP,26,6669,,,,,,,,16,D,6/4/2020 02:45,2020-06-04T02:45:00Z,06/03 22:45,2,,2020-06-04T02:45:00Z,6695,,,26,69,3,135,6695,6695,138,6695,0,0,eda165af27e52666f53633de78008b3b23bf809c,0,0,0,0,0,
20200605,MP,26,6669,,,,,,,,16,D,6/4/2020 19:04,2020-06-04T19:04:00Z,06/04 15:04,2,,2020-06-04T19:04:00Z,6695,,,26,69,0,0,6695,6695,0,6695,0,0,03fa39c00c53bac90fcb89df19e61e49a3956ade,0,0,0,0,0,
20200606,MP,26,6669,,,,,,,,16,D,6/4/2020 19:04,2020-06-04T19:04:00Z,06/04 15:04,2,,2020-06-04T19:04:00Z,6695,,,26,69,0,0,6695,6695,0,6695,0,0,fdc541c59ef52ce4939386ca6528e958211e806c,0,0,0,0,0,
20200607,MP,27,7214,,,,,,,,19,D,6/7/2020 00:00,2020-06-07T00:00:00Z,06/06 20:00,2,,2020-06-07T00:00:00Z,7241,,,27,69,1,545,7241,7241,546,7241,0,0,2b65da132afb6e8afc37698a5dc88daf61c8c2af,0,0,0,0,0,
20200608,MP,28,7214,,,,,,,,19,D,6/8/2020 00:00,2020-06-08T00:00:00Z,06/07 20:00,2,,2020-06-08T00:00:00Z,7241,,,28,69,1,0,7242,7242,1,7242,0,0,9a824f1feba106ae6f5884b60c9e18b856b0eda8,0,0,0,0,0,
20200609,MP,30,7493,,,,,,,,19,D,6/9/2020 00:00,2020-06-09T00:00:00Z,06/08 20:00,2,,2020-06-09T00:00:00Z,7523,,,30,69,2,279,7523,7523,281,7523,0,0,8b0d7c5756d2b791fb7f1d6e33166add07381fc7,0,0,0,0,0,
20200610,MP,30,7493,,,,,,,,19,D,6/9/2020 18:13,2020-06-09T18:13:00Z,06/09 14:13,2,,2020-06-09T18:13:00Z,7523,,,30,69,0,0,7523,7523,0,7523,0,0,f72add47f17929dce3129e59bbb197cf283252db,0,0,0,0,0,
20200611,MP,30,7551,,,,,,,,19,D,6/10/2020 18:00,2020-06-10T18:00:00Z,06/10 14:00,2,,2020-06-10T18:00:00Z,7581,,,30,69,0,58,7581,7581,58,7581,0,0,226981569d494b62f02fe3607e457f92cd8cd0f5,0,0,0,0,0,
20200612,MP,30,7732,,,,,,,,19,D,6/12/2020 01:20,2020-06-12T01:20:00Z,06/11 21:20,2,,2020-06-12T01:20:00Z,7762,,,30,69,0,181,7762,7762,181,7762,0,0,22bf67f4a9bdcf3faa86a5056542984aa9e417be,0,0,0,0,0,
20200613,MP,30,7906,,,,,,,,19,D,6/12/2020 18:18,2020-06-12T18:18:00Z,06/12 14:18,2,,2020-06-12T18:18:00Z,7936,,,30,69,0,174,7936,7936,174,7936,0,0,ff4c20f484b0be70874cdffb0086b5c0493d1d56,0,0,0,0,0,
20200614,MP,30,8139,,,,,,,,19,D,6/14/2020 01:43,2020-06-14T01:43:00Z,06/13 21:43,2,,2020-06-14T01:43:00Z,8169,,,30,69,0,233,8169,8169,233,8169,0,0,0c2c2f0979ce31e349877210d3cb47b427468480,0,0,0,0,0,
20200615,MP,30,8139,,,,,,,,19,D,6/14/2020 18:09,2020-06-14T18:09:00Z,06/14 14:09,2,,2020-06-14T18:09:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,a52fd92b3f00da60c3e701e8ba1af4c44b0e0c58,0,0,0,0,0,
20200616,MP,30,8139,,,,,,,,19,D,6/15/2020 18:09,2020-06-15T18:09:00Z,06/15 14:09,2,,2020-06-15T18:09:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,b572dd931670979384612d762d67b732b3241769,0,0,0,0,0,
20200617,MP,30,8139,,,,,,,,19,D,6/16/2020 18:09,2020-06-16T18:09:00Z,06/16 14:09,2,,2020-06-16T18:09:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,cae19ebbdd77c5f24594b316ffca4583eac29fbd,0,0,0,0,0,
20200618,MP,30,8139,,,,,,,,19,D,6/16/2020 18:09,2020-06-16T18:09:00Z,06/16 14:09,2,,2020-06-16T18:09:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,81c52518ecee8fdd9f0a114bde1978de93abe653,0,0,0,0,0,
20200619,MP,30,8139,,,,,,,,19,D,6/18/2020 21:18,2020-06-18T21:18:00Z,06/18 17:18,2,,2020-06-18T21:18:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,cf4b640c21d9f3af945e79e598d43ccebc8415f4,0,0,0,0,0,
20200620,MP,30,8139,,,,,,,,19,D,6/18/2020 21:18,2020-06-18T21:18:00Z,06/18 17:18,2,,2020-06-18T21:18:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,fa1556f58573911e4388b9a88667e9d473cb1a72,0,0,0,0,0,
20200621,MP,30,8139,,,,,,,,19,D,6/18/2020 21:18,2020-06-18T21:18:00Z,06/18 17:18,2,,2020-06-18T21:18:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,346f5bef80d96640d698929397a85a2db60936e0,0,0,0,0,0,
20200622,MP,30,8139,,,,,,,,19,D,6/21/2020 19:46,2020-06-21T19:46:00Z,06/21 15:46,2,,2020-06-21T19:46:00Z,8169,,,30,69,0,0,8169,8169,0,8169,0,0,87f4653e9f78ba4fad4092cc9a488e33126588aa,0,0,0,0,0,
20200623,MP,30,8187,,,,,,,,19,D,6/22/2020 21:40,2020-06-22T21:40:00Z,06/22 17:40,2,,2020-06-22T21:40:00Z,8217,,,30,69,0,48,8217,8217,48,8217,0,0,f33530f5370adfe2af95095b6e8bfd303d5d46e4,0,0,0,0,0,
